"Suburb","Rooms","Type","Method","SellerG","Distance","Postcode","Bedroom2","Bathroom","Car","Landsize","BuildingArea","YearBuilt","CouncilArea","PredictedPrice"
"Bentleigh East",2,"h","S","C21",13.9,"3165",2,1,2,724,123,1965,"Glen Eira",881108.682982695
"Bentleigh East",3,"h","S","Buxton",13.9,"3165",3,2,2,258,123,1965,"Glen Eira",1235972.03006521
"Bentleigh East",3,"h","S","Ray",13.9,"3165",3,2,1,185,122,2012,"Glen Eira",1080313.86661543
"Bentleigh East",4,"h","S","C21",13.9,"3165",4,2,3,625,198,1997,"Glen Eira",1462153.50730622
"Bentleigh East",3,"h","S","Gary",13.9,"3165",3,2,1,326,133,1950,"Glen Eira",1157425.23171652
"Box Hill",3,"h","SP","Marshall",13.1,"3128",3,1,2,550,110,1950,"Whitehorse",1472461.5306885
"Box Hill",4,"h","S","Lindellas",13.1,"3128",4,1,2,715,123,1950,"Whitehorse",1626914.55271602
"Box Hill",3,"u","S","Fletchers",13.1,"3128",3,1,1,211,108,1980,"Whitehorse",661322.577918862
"Box Hill",4,"h","S","hockingstuart",13.1,"3128",4,2,3,669,123,1965,"Whitehorse",1618665.65784616
"Box Hill",4,"h","S","Noel",13.1,"3128",4,2,2,620,123,1912,"Whitehorse",1594766.10304247
"Box Hill",4,"h","S","Marshall",13.1,"3128",4,2,2,590,231,1924,"Whitehorse",1961195.24743565
"Box Hill",3,"h","S","Jellis",13.1,"3128",3,1,2,662,123,1965,"Whitehorse",1353151.45531931
"Box Hill",3,"t","S","Noel",13.1,"3128",3,2,1,238,130,2000,"Whitehorse",944922.762582688
"Braybrook",3,"u","S","Bells",10.8,"3019",3,2,1,327,124,2006,"Maribyrnong",254626.058459819
"Braybrook",4,"h","SP","Biggin",10.8,"3019",4,2,1,283,154,1990,"Maribyrnong",832604.379775732
"Braybrook",3,"h","S","Sweeney",10.8,"3019",3,1,1,367.5,123,1965,"",750697.041725777
"Braybrook",4,"h","S","Village",10.8,"3019",4,2,2,393,216,2008,"Maribyrnong",990559.109016877
"Braybrook",2,"t","PI","Nelson",10.8,"3019",3,1,1,367.5,123,1965,"",176307.599541215
"Braybrook",3,"t","S","Sweeney",10.8,"3019",3,2,1,198,144,2013,"Maribyrnong",381381.28411306
"Braybrook",3,"h","SP","Sweeney",10.8,"3019",3,1,2,587,123,1965,"Maribyrnong",575607.987066951
"Braybrook",3,"t","S","Barry",10.8,"3019",3,1,1,367.5,123,1965,"",540737.07486409
"Braybrook",3,"h","S","Barry",10.8,"3019",3,1,1,565,123,1965,"Maribyrnong",610214.77830261
"Brighton",3,"h","VB","Buxton",11.2,"3186",3,2,2,663,123,1940,"Bayside",1967446.30810174
"Brighton",4,"h","S","Hodges",11.2,"3186",4,2,2,436,123,1965,"Bayside",2161223.38985816
"Brighton",3,"t","PI","Nick",11.2,"3186",3,1,1,367.5,123,1965,"",1611800.29758762
"Brighton",4,"h","S","Marshall",11.2,"3186",4,3,2,742,247,1900,"Bayside",2791135.54696622
"Brighton",3,"h","S","Nelson",11.2,"3186",3,1,2,340,137,1975,"Bayside",1878206.30201566
"Brighton",2,"u","S","Nick",11.2,"3186",2,2,2,329,132,1940,"Bayside",1358049.80510872
"Brighton",3,"t","S","Buxton",11.2,"3186",3,2,2,352,123,1965,"Bayside",1755364.84827894
"Brighton",2,"h","S","Hodges",11.2,"3186",2,2,4,696,123,1965,"Bayside",1940576.33489265
"Brighton",2,"u","S","Gary",11.2,"3186",2,2,1,0,74,2013,"Bayside",1173964.58266673
"Brighton",2,"h","S","Hodges",11.2,"3186",2,2,0,116,123,1965,"Bayside",1653437.12375156
"Brighton",2,"u","PI","RT",11.2,"3186",2,1,1,0,123,1952,"Bayside",1187189.86798408
"Brighton",3,"h","S","Nick",11.2,"3186",3,2,2,0,111,1980,"Bayside",1925112.98237417
"Brighton",3,"h","PI","hockingstuart",11.2,"3186",3,3,2,398,262,2012,"Bayside",2032076.16701218
"Brighton",2,"u","S","Buxton",11.2,"3186",3,1,1,367.5,123,1965,"",1368363.31363503
"Brighton",4,"h","S","Buxton",11.2,"3186",4,3,2,644,364,2000,"Bayside",2433318.94701712
"Brighton",1,"h","S","Nick",11.2,"3186",3,1,1,367.5,123,1965,"",1533663.69006875
"Brighton",3,"u","S","RT",11.2,"3186",3,2,2,328,123,1965,"Bayside",1697485.80517984
"Brighton",5,"h","S","Gary",11.2,"3186",5,3,2,895,423,1938,"Bayside",2703261.4218323
"Brighton",3,"h","SP","Buxton",11.2,"3186",3,1,1,367.5,123,1965,"",2008136.63779284
"Brighton",2,"u","S","Buxton",11.2,"3186",2,1,1,0,80,1920,"Bayside",1193371.05074681
"Brighton",5,"h","PI","Hodges",11.2,"3186",5,5,2,552,219,1920,"Bayside",2819151.5964073
"Brighton",4,"h","S","hockingstuart",11.2,"3186",3,1,1,367.5,123,1965,"",2254461.35345675
"Brighton",2,"u","S","Marshall",11.2,"3186",3,1,1,367.5,123,1965,"",1634726.35913187
"Brighton",3,"u","SP","hockingstuart",11.2,"3186",3,1,1,0,123,1965,"Bayside",1248606.98152485
"Brighton",4,"h","S","Nick",11.2,"3186",4,2,2,842,311,1990,"Bayside",2201791.03654378
"Brighton",2,"u","S","Buxton",11.2,"3186",3,1,1,367.5,123,1965,"",1368363.31363503
"Brighton",2,"u","VB","Hodges",11.2,"3186",3,1,1,367.5,123,1965,"",1230567.52783448
"Brighton",3,"h","S","Nick",11.2,"3186",3,2,2,589,123,1965,"Bayside",1960278.71553321
"Brighton",4,"h","S","Hodges",11.2,"3186",4,2,2,848,246,1975,"Bayside",2212531.66287139
"Brighton",3,"h","VB","hockingstuart",11.2,"3186",3,1,1,367.5,123,1965,"",1929973.61712996
"Brighton",3,"h","S","Nick",11.2,"3186",3,2,0,1007,123,1965,"Bayside",1824974.7690763
"Brighton",5,"h","S","Marshall",11.2,"3186",3,3,2,584,123,1965,"Bayside",2908363.66854678
"Brighton",4,"h","S","RT",11.2,"3186",4,1,2,695,142,1970,"Bayside",2186268.04624905
"Brighton",4,"h","VB","Hodges",11.2,"3186",3,2,1,549,195,1990,"Bayside",2044296.00601673
"Brighton East",2,"u","SP","Buxton",10.7,"3187",2,1,3,305,123,1970,"Bayside",793213.776783132
"Brighton East",2,"h","S","Biggin",10.7,"3187",2,1,1,649,126,1940,"Bayside",1209490.66869416
"Brighton East",3,"h","S","Nick",10.7,"3187",3,2,2,315,228,2000,"Bayside",1515318.32424684
"Brighton East",3,"h","VB","Marshall",10.7,"3187",3,1,3,613,182,1950,"Bayside",1717374.60921176
"Brighton East",5,"h","PI","RT",10.7,"3187",5,2,2,616,245,1945,"Bayside",2056762.88177134
"Brighton East",3,"h","S","hockingstuart",10.7,"3187",3,2,2,697,143,1925,"Bayside",1620407.24282576
"Brighton East",4,"h","PI","Buxton",10.7,"3187",4,3,4,708,275,1950,"Bayside",2046710.93582974
"Brighton East",3,"t","S","J",10.7,"3187",3,1,1,367.5,123,1965,"",1215764.74046984
"Brighton East",5,"h","S","Buxton",10.7,"3187",5,2,0,645,238,1970,"Bayside",1856310.58971818
"Brighton East",3,"h","S","RT",10.7,"3187",3,1,1,367.5,123,1965,"",1750245.31145657
"Brighton East",4,"h","S","hockingstuart",10.7,"3187",3,1,1,367.5,123,1965,"",1812352.60637111
"Brighton East",3,"t","S","hockingstuart",10.7,"3187",3,2,3,0,123,2004,"Bayside",1288914.2659167
"Brighton East",2,"u","S","Hodges",10.7,"3187",2,1,2,157,123,1965,"Bayside",734667.85466151
"Brighton East",4,"h","PI","Buxton",10.7,"3187",4,2,2,654,286,2000,"Bayside",1678641.37653362
"Brighton East",4,"h","SP","Buxton",10.7,"3187",3,1,1,367.5,123,1965,"",1795785.410663
"Brighton East",3,"h","S","Hodges",10.7,"3187",3,2,2,236,123,1965,"Bayside",1534846.50044796
"Brighton East",4,"h","PI","hockingstuart",10.7,"3187",3,1,1,367.5,123,1965,"",1696984.40319534
"Brighton East",4,"h","S","hockingstuart",10.7,"3187",4,2,2,732,123,1965,"Bayside",1733297.7586861
"Brighton East",5,"h","PI","Buxton",10.7,"3187",5,3,2,527,123,1965,"Bayside",1988209.5980134
"Brighton East",1,"u","VB","Buxton",10.7,"3187",1,1,1,0,57,1950,"Bayside",418519.07496071
"Brighton East",4,"t","PI","Ray",10.7,"3187",3,1,1,367.5,123,1965,"",1448978.08601914
"Brighton East",2,"u","S","Buxton",10.7,"3187",2,1,1,74,66,1960,"Bayside",685668.411822536
"Brighton East",4,"h","S","Buxton",10.7,"3187",3,1,1,367.5,123,1965,"",1844690.75917754
"Brunswick",2,"u","S","Brad",5.2,"3056",2,1,2,0,123,1970,"Moreland",522679.938826071
"Brunswick",4,"h","VB","Nelson",5.2,"3056",4,3,1,365,209,1890,"Moreland",1632094.95786452
"Brunswick",2,"t","SP","Jellis",5.2,"3056",3,1,1,367.5,123,1965,"",766252.968038327
"Brunswick",3,"h","PI","Nelson",5.2,"3056",3,3,1,81,100,2016,"Moreland",1184486.44114535
"Brunswick",2,"u","S","Jellis",5.2,"3056",2,1,1,0,61,1970,"Moreland",479586.724070726
"Brunswick",3,"h","SP","Jellis",5.2,"3056",3,1,0,170,96,1910,"Moreland",1110099.99087428
"Brunswick",2,"t","PI","Jellis",5.2,"3056",2,1,1,0,78,2009,"Moreland",507624.822710619
"Brunswick",2,"u","S","Walshe",5.2,"3056",2,1,1,100,85,1970,"Moreland",397778.41011364
"Brunswick",3,"u","S","Nelson",5.2,"3056",3,2,2,0,123,1965,"Moreland",838980.966007461
"Brunswick",2,"u","PI","Walshe",5.2,"3056",3,1,1,367.5,123,1965,"",411929.446176924
"Brunswick",3,"u","S","Dingle",5.2,"3056",3,2,1,122,152,2000,"Moreland",668627.564873693
"Brunswick",2,"u","S","Woodards",5.2,"3056",3,1,1,367.5,123,1965,"",517667.070138788
"Brunswick",2,"h","S","Jellis",5.2,"3056",2,1,1,385,123,1925,"Moreland",1040842.49055006
"Brunswick",3,"h","S","Barry",5.2,"3056",3,1,1,438,123,1965,"Moreland",1093825.41019613
"Brunswick",2,"h","S","Nelson",5.2,"3056",2,1,1,319,123,1965,"Moreland",891199.16312124
"Brunswick",2,"u","S","Brad",5.2,"3056",2,1,1,0,57,1970,"Moreland",419659.561347415
"Brunswick",3,"h","S","Raine",5.2,"3056",3,1,1,367.5,123,1965,"",1152559.45607033
"Brunswick",3,"h","S","Collins",5.2,"3056",3,2,1,0,195,1945,"Moreland",1470939.09158283
"Brunswick",2,"u","S","Jellis",5.2,"3056",2,1,1,1080,66,1960,"Moreland",509558.183517703
"Brunswick",3,"h","S","Nelson",5.2,"3056",3,2,1,194,123,1965,"Moreland",1230075.02559908
"Brunswick",3,"h","PI","Jellis",5.2,"3056",3,1,0,302,123,1965,"Moreland",976873.519402199
"Brunswick",3,"h","PI","Collins",5.2,"3056",3,1,1,367.5,123,1965,"",1283628.62357457
"Brunswick",2,"h","S","Biggin",5.2,"3056",2,1,0,137,123,1965,"Moreland",794242.417133037
"Brunswick",3,"h","S","Nelson",5.2,"3056",3,1,1,264,117,1915,"Moreland",1143838.03184372
"Brunswick",2,"t","S","Jellis",5.2,"3056",2,2,1,156,87,2007,"Moreland",790680.144022466
"Brunswick",4,"h","S","Ray",5.2,"3056",3,1,1,416,129,1920,"Moreland",1336331.97171134
"Brunswick",3,"h","S","Ray",5.2,"3056",3,1,1,343,1041,1925,"Moreland",1553298.69918155
"Brunswick",1,"u","PI","Hodges",5.2,"3056",1,1,1,0,123,1965,"Moreland",64930.0670304064
"Brunswick",4,"h","PI","Jellis",5.2,"3056",3,1,1,367.5,123,1965,"",1425315.3825057
"Brunswick",3,"t","S","Nelson",5.2,"3056",3,1,1,367.5,123,1965,"",955516.041088154
"Brunswick",3,"h","S","Nelson",5.2,"3056",3,2,1,280,130,1890,"Moreland",1346083.33580722
"Brunswick West",2,"u","S","Peter",5.9,"3055",2,1,1,0,69,1960,"Moreland",370184.878677186
"Brunswick West",4,"h","S","Nelson",5.9,"3055",4,2,2,299,123,1965,"Moreland",1429904.82125472
"Brunswick West",3,"h","PI","Jellis",5.9,"3055",3,1,1,367.5,123,1965,"",1142136.63143931
"Brunswick West",2,"t","VB","Nelson",5.9,"3055",3,1,1,367.5,123,1965,"",577607.073650786
"Brunswick West",3,"t","S","Jellis",5.9,"3055",3,1,1,367.5,123,1965,"",991494.605398098
"Brunswick West",3,"h","S","Nelson",5.9,"3055",3,1,2,353,101,1930,"Moreland",1131262.8033863
"Brunswick West",2,"u","S","Moonee",5.9,"3055",3,1,1,367.5,123,1965,"",446244.404044659
"Brunswick West",1,"u","S","Jellis",5.9,"3055",1,1,1,0,43,1970,"Moreland",235251.809763328
"Brunswick West",4,"h","S","Nelson",5.9,"3055",4,1,1,384,123,1965,"Moreland",1202403.2056385
"Brunswick West",4,"h","S","Ray",5.9,"3055",3,1,1,575,165,1930,"Moreland",1287859.70603799
"Brunswick West",3,"h","S","Rendina",5.9,"3055",3,1,4,357,123,1965,"Moreland",1216306.66897779
"Brunswick West",2,"u","VB","Nelson",5.9,"3055",2,1,1,0,65,1970,"Moreland",244031.14179648
"Brunswick West",2,"t","S","Jellis",5.9,"3055",2,1,2,120,109,2004,"Moreland",663965.226490668
"Brunswick West",3,"h","S","Nelson",5.9,"3055",3,1,1,367.5,123,1965,"",1168105.03919455
"Brunswick West",3,"u","S","Nelson",5.9,"3055",3,1,1,367.5,123,1965,"",709183.886478009
"Brunswick West",4,"h","PI","Nelson",5.9,"3055",4,3,2,499,150,1925,"Moreland",1548217.24831058
"Bulleen",3,"t","PI","Fletchers",11.8,"3105",3,2,2,632,226,2013,"Manningham",708681.816055604
"Bulleen",4,"h","S","Ray",11.8,"3105",5,2,2,617,123,1965,"Manningham",1244746.96539262
"Bulleen",5,"h","S","Fletchers",11.8,"3105",5,3,2,796,304,1975,"Manningham",1709658.03445327
"Bulleen",3,"h","S","Barry",11.8,"3105",3,3,2,401,165,1965,"Manningham",1344367.49615458
"Bulleen",3,"h","S","Barry",11.8,"3105",3,1,1,367.5,123,1965,"",1084474.89269193
"Bulleen",4,"h","S","Barry",11.8,"3105",4,1,2,732,6791,1965,"Manningham",4519172.87976652
"Bulleen",5,"h","PI","Barry",11.8,"3105",3,1,1,367.5,123,1965,"",1428621.72942779
"Bulleen",2,"h","S","Fletchers",11.8,"3105",3,1,1,551,123,1965,"Manningham",650842.463545084
"Bulleen",3,"u","S","Barry",11.8,"3105",3,1,1,421,123,1965,"Manningham",477829.453767879
"Bulleen",3,"h","S","Ray",11.8,"3105",3,1,1,367.5,123,1965,"",1027580.15580263
"Bulleen",2,"h","S","Philip",11.8,"3105",2,1,0,359,123,1965,"Manningham",878724.942946854
"Bulleen",4,"h","VB","Barry",11.8,"3105",3,1,1,367.5,123,1965,"",1219502.19627676
"Burwood",3,"u","S","Ray",11.7,"3125",3,2,2,265,130,2000,"Whitehorse",750236.759938114
"Burwood",3,"h","VB","Fletchers",11.7,"3125",3,1,1,662,123,1965,"Monash",964982.035488012
"Burwood",3,"h","S","Purplebricks",11.7,"3125",3,1,1,367.5,123,1965,"",1193613.14639611
"Burwood",3,"h","S","Greg",11.7,"3125",3,1,1,786,111,1950,"Whitehorse",1151984.69821472
"Burwood",4,"h","S","Jellis",11.7,"3125",4,2,1,921,174,1950,"Whitehorse",1551942.02531722
"Burwood",3,"t","VB","Jellis",11.7,"3125",3,2,2,160,123,1965,"Whitehorse",1022728.88071702
"Burwood",3,"h","S","McGrath",11.7,"3125",3,1,2,690,123,1965,"Whitehorse",1152022.43088277
"Burwood",5,"h","S","Ray",11.7,"3125",4,3,2,326,210,2013,"Whitehorse",1800547.2679106
"Burwood",4,"h","S","Buxton",11.7,"3125",4,2,2,438,210,2005,"Monash",1466564.74696042
"Burwood",3,"h","S","Ray",11.7,"3125",3,1,1,384,112,1950,"Whitehorse",1047414.01822493
"Burwood",5,"h","S","RW",11.7,"3125",5,4,2,643,380,2014,"Whitehorse",2089339.13878196
"Burwood",3,"h","VB","Fletchers",11.7,"3125",3,2,2,263,123,1965,"Whitehorse",1162177.22790758
"Burwood",2,"u","S","Fletchers",11.7,"3125",3,1,1,367.5,123,1965,"",537104.585368352
"Burwood",4,"t","S","Philip",11.7,"3125",3,1,1,367.5,123,1965,"",1441922.23039128
"Burwood",4,"h","PI","Jellis",11.7,"3125",4,2,2,1393,123,1963,"Whitehorse",1467402.83921423
"Burwood",4,"t","VB","Noel",11.7,"3125",3,1,1,367.5,123,1965,"",1045532.76196105
"Burwood",2,"u","S","Marshall",11.7,"3125",3,1,1,367.5,123,1965,"",818575.463494526
"Burwood",3,"t","S","Buxton",11.7,"3125",3,1,1,367.5,123,1965,"",974880.86145306
"Burwood",10,"h","S","Kay",11.7,"3125",3,1,1,367.5,123,1965,"",3233866.37384111
"Camberwell",4,"h","S","Jellis",7.8,"3124",4,2,1,652,189,1890,"Boroondara",2183931.63976841
"Camberwell",2,"u","S","Noel",7.8,"3124",2,1,1,137,87,1970,"Boroondara",849862.334585678
"Camberwell",5,"h","S","Jellis",7.8,"3124",3,1,1,367.5,123,1965,"",2355134.19817049
"Camberwell",5,"h","PI","Jellis",7.8,"3124",5,3,4,753,123,1940,"Boroondara",2513084.04759634
"Camberwell",3,"h","S","Marshall",7.8,"3124",3,1,1,367.5,123,1965,"",2049325.66440284
"Camberwell",2,"u","SP","Noel",7.8,"3124",2,1,1,136,123,1960,"Boroondara",833774.508177857
"Camberwell",2,"h","S","hockingstuart",7.8,"3124",2,1,1,335,123,1965,"Boroondara",1368527.39141461
"Camberwell",5,"h","S","Marshall",7.8,"3124",3,1,1,367.5,123,1965,"",2508840.70431446
"Camberwell",3,"h","S","Fletchers",7.8,"3124",2,1,1,427,115,1938,"Boroondara",1652742.2570033
"Camberwell",2,"u","PI","O'Donoghues",7.8,"3124",2,1,1,0,77,1965,"Boroondara",624321.756192632
"Camberwell",5,"h","S","Noel",7.8,"3124",3,1,1,367.5,123,1965,"",2178102.25574077
"Camberwell",2,"u","S","Noel",7.8,"3124",3,1,1,367.5,123,1965,"",1029908.5431568
"Camberwell",2,"h","PI","O'Donoghues",7.8,"3124",2,1,1,424,95,1930,"Boroondara",1149212.31638065
"Camberwell",5,"h","VB","Jellis",7.8,"3124",5,3,2,802,317,1994,"Boroondara",2410611.12291488
"Camberwell",4,"h","S","RT",7.8,"3124",3,1,1,367.5,123,1965,"",2148032.21109664
"Camberwell",3,"h","S","Marshall",7.8,"3124",3,1,1,367.5,123,1965,"",2049325.66440284
"Camberwell",4,"h","S","Marshall",7.8,"3124",3,1,1,367.5,123,1965,"",2279083.18435865
"Camberwell",2,"h","S","Kay",7.8,"3124",3,2,2,259,123,1965,"Boroondara",1965320.56567131
"Camberwell",2,"h","S","Jellis",7.8,"3124",3,1,1,367.5,123,1965,"",1665861.63830306
"Camberwell",3,"h","S","Jellis",7.8,"3124",3,2,4,877,146,1960,"Boroondara",2089370.04964111
"Camberwell",2,"h","S","Noel",7.8,"3124",2,1,2,400,123,1965,"Boroondara",1407340.97114828
"Camberwell",4,"h","VB","Marshall",7.8,"3124",3,1,1,367.5,123,1965,"",2184352.96798767
"Camberwell",2,"u","S","Jellis",7.8,"3124",2,1,1,166,123,1969,"Boroondara",1046680.61291071
"Camberwell",3,"h","VB","Jellis",7.8,"3124",3,2,3,780,123,1965,"Boroondara",1904506.23998554
"Camberwell",4,"h","S","Jellis",7.8,"3124",4,1,4,772,145,1920,"Boroondara",2170649.52546727
"Camberwell",2,"u","S","Marshall",7.8,"3124",2,1,1,631,75,1970,"Boroondara",1180381.08319977
"Camberwell",4,"h","PI","RT",7.8,"3124",4,3,1,0,257,1912,"Boroondara",2243225.15410284
"Camberwell",5,"h","S","Fletchers",7.8,"3124",4,2,2,643,363,2005,"Boroondara",2271738.04240093
"Camberwell",4,"h","PI","Marshall",7.8,"3124",3,1,1,367.5,123,1965,"",2163714.98118288
"Canterbury",5,"h","PI","Jellis",9,"3126",5,2,2,795,297,1910,"Boroondara",2756956.28397504
"Canterbury",4,"h","PI","Jellis",9,"3126",4,2,3,812,173,1927,"Boroondara",2558172.01357877
"Canterbury",2,"u","S","Jellis",9,"3126",2,1,1,0,92,1965,"Boroondara",1445775.39879577
"Canterbury",3,"t","S","Jellis",9,"3126",3,2,2,387,123,1965,"Boroondara",2069097.95755795
"Canterbury",3,"h","PI","Marshall",9,"3126",3,2,2,361,216,1995,"Boroondara",2374937.30483858
"Canterbury",2,"u","S","Marshall",9,"3126",2,1,2,132,123,1965,"Boroondara",1686581.3070138
"Canterbury",3,"t","S","Jellis",9,"3126",3,2,2,0,123,1965,"Boroondara",2064579.86422888
"Carlton North",4,"h","S","Nelson",3.2,"3054",4,3,0,122,130,1890,"Yarra",2110251.31945909
"Carlton North",2,"h","S","Nelson",3.2,"3054",2,1,0,116,123,1965,"Yarra",1314506.59213522
"Carlton North",4,"h","S","Nelson",3.2,"3054",4,2,2,504,168,1890,"Yarra",2115451.78511556
"Carlton North",3,"h","S","Nelson",3.2,"3054",3,3,1,144,123,1965,"Yarra",1883662.63925336
"Carlton North",2,"u","VB","Nelson",3.2,"3054",2,1,1,0,86,1940,"Yarra",848303.706616685
"Carlton North",4,"u","S","Jellis",3.2,"3054",3,1,1,367.5,123,1965,"",1515639.8585868
"Carnegie",1,"u","S","Woodards",11.4,"3163",1,1,1,60,48,1970,"Glen Eira",327420.609096878
"Carnegie",1,"u","S","hockingstuart",11.4,"3163",1,1,1,0,123,1965,"Glen Eira",331158.522596098
"Carnegie",2,"u","VB","Gary",11.4,"3163",2,1,1,0,70,1970,"Glen Eira",380282.814189405
"Carnegie",2,"h","VB","Gary",11.4,"3163",1,2,2,265,123,1920,"Glen Eira",1219399.78192279
"Carnegie",3,"h","S","hockingstuart",11.4,"3163",2,1,2,461,123,1965,"Glen Eira",1277244.40091103
"Carnegie",1,"u","VB","Gary",11.4,"3163",1,1,1,0,123,1968,"Glen Eira",227765.757359882
"Carnegie",3,"h","S","hockingstuart",11.4,"3163",3,1,1,367.5,123,1965,"",1348214.27720074
"Carnegie",4,"h","S","Gary",11.4,"3163",3,1,1,367.5,123,1965,"",1573769.7236261
"Carnegie",1,"u","PI","hockingstuart",11.4,"3163",1,1,1,0,34,1960,"Glen Eira",178820.996008933
"Carnegie",2,"u","VB","Ray",11.4,"3163",2,1,1,0,123,1965,"Glen Eira",436365.428637456
"Carnegie",2,"t","SA","Ray",11.4,"3163",2,1,1,144,96,2000,"Glen Eira",690503.257465481
"Carnegie",3,"h","S","Woodards",11.4,"3163",3,2,1,588,123,1965,"Glen Eira",1359627.14981929
"Carnegie",2,"t","S","Gary",11.4,"3163",2,1,1,158,106,1994,"Glen Eira",652045.693275072
"Carnegie",3,"u","SP","Woodards",11.4,"3163",3,2,1,283,250,2005,"Glen Eira",852129.097829892
"Carnegie",2,"u","S","Nelson",11.4,"3163",2,1,1,103,82,1970,"Glen Eira",541999.472668933
"Carnegie",2,"u","S","hockingstuart",11.4,"3163",2,1,1,174,80,1975,"Glen Eira",478801.520901566
"Carnegie",3,"h","S","Woodards",11.4,"3163",3,2,2,282,182,2010,"Glen Eira",1388675.54528935
"Carnegie",2,"u","S","Woodards",11.4,"3163",2,1,1,134,123,1965,"Glen Eira",555070.506620963
"Carnegie",4,"h","S","Woodards",11.4,"3163",4,3,4,838,123,1965,"Glen Eira",1913156.94106705
"Carnegie",1,"u","S","hockingstuart",11.4,"3163",1,1,1,0,53,1980,"Glen Eira",273932.084935023
"Carnegie",3,"h","S","Ray",11.4,"3163",3,2,2,603,166,1945,"Glen Eira",1458673.64361225
"Carnegie",3,"h","S","Gary",11.4,"3163",3,2,1,371,167,1915,"Glen Eira",1408770.828361
"Carnegie",4,"h","PI","Marshall",11.4,"3163",4,2,2,595,221,1915,"Glen Eira",1877887.62677303
"Carnegie",3,"h","S","Buxton",11.4,"3163",3,1,1,720,123,1965,"Glen Eira",1194690.003893
"Carnegie",4,"h","S","Nelson",11.4,"3163",3,2,3,932,270,1970,"Glen Eira",1814671.63698199
"Carnegie",4,"t","S","hockingstuart",11.4,"3163",3,1,1,367.5,123,1965,"",1311961.56793957
"Carnegie",2,"u","S","Anderson",11.4,"3163",2,1,1,0,72,1970,"Glen Eira",725687.444630009
"Carnegie",3,"t","S","Buxton",11.4,"3163",3,1,2,277,135,1978,"Glen Eira",980258.132952235
"Carnegie",2,"u","S","Woodards",11.4,"3163",2,1,1,0,70,1973,"Glen Eira",515168.998000848
"Carnegie",2,"u","S","Nelson",11.4,"3163",3,1,1,367.5,123,1965,"",715130.501267179
"Carnegie",1,"u","S","hockingstuart",11.4,"3163",1,1,1,0,123,1968,"Glen Eira",326698.047261312
"Carnegie",1,"u","S","hockingstuart",11.4,"3163",1,1,1,0,123,1965,"Glen Eira",331158.522596098
"Caulfield",1,"u","S","hockingstuart",8.9,"3162",1,1,1,820,123,1965,"Glen Eira",153673.602207091
"Caulfield",2,"u","SP","Gary",8.9,"3162",2,2,1,0,123,1965,"Glen Eira",431328.154103242
"Caulfield",3,"h","S","Gary",8.9,"3162",2,1,2,275,123,1965,"Glen Eira",1083812.69926795
"Caulfield North",2,"u","S","hockingstuart",8.1,"3161",2,1,1,0,67,1965,"Glen Eira",630846.730553593
"Caulfield North",2,"u","S","Gary",8.1,"3161",2,1,1,1092,63,2014,"Glen Eira",564543.29439055
"Caulfield North",2,"u","SP","Gary",8.1,"3161",3,1,1,367.5,123,1965,"",752122.428859056
"Caulfield North",2,"u","S","Gary",8.1,"3161",2,1,1,771,82,1960,"Glen Eira",650563.672614341
"Caulfield North",4,"h","S","Marshall",8.1,"3161",4,2,3,836,123,1910,"Glen Eira",2170396.08662314
"Caulfield North",2,"u","S","Gary",8.1,"3161",2,1,2,0,123,1965,"Glen Eira",724675.882932205
"Caulfield North",2,"u","VB","Gary",8.1,"3161",2,1,1,0,67,2011,"Glen Eira",463520.485518784
"Caulfield North",2,"u","PI","Jellis",8.1,"3161",3,1,1,367.5,123,1965,"",834856.339887595
"Caulfield South",2,"h","S","hockingstuart",9.3,"3162",2,1,1,273,114,1930,"Glen Eira",1087316.51051981
"Caulfield South",2,"u","S","hockingstuart",9.3,"3162",3,1,1,367.5,123,1965,"",724103.404754957
"Caulfield South",3,"h","S","RT",9.3,"3162",2,2,1,478,120,1925,"Glen Eira",1655947.16184536
"Caulfield South",4,"h","S","hockingstuart",9.3,"3162",4,2,2,575,256,2008,"Glen Eira",1638076.233792
"Caulfield South",4,"t","S","Gary",9.3,"3162",4,2,3,342,123,2005,"Glen Eira",1373340.47189787
"Caulfield South",3,"h","S","hockingstuart",9.3,"3162",3,1,2,699,123,1965,"Glen Eira",1296766.46057741
"Caulfield South",2,"h","S","Buxton",9.3,"3162",2,1,1,505,117,1940,"Glen Eira",1108991.67874666
"Caulfield South",2,"h","S","Biggin",9.3,"3162",2,2,1,255,85,1890,"Glen Eira",1321367.73208011
"Caulfield South",4,"h","S","Biggin",9.3,"3162",4,2,2,630,205,1910,"Glen Eira",1789837.44395765
"Chadstone",3,"h","VB","Barry",13.6,"3148",3,1,1,367.5,123,1965,"",1090341.82162786
"Chadstone",3,"h","S","Buxton",13.6,"3148",3,1,2,606,123,1965,"Monash",1045878.73186598
"Chadstone",4,"t","S","Buxton",13.6,"3148",4,3,2,209,160,2016,"Monash",1216602.6223638
"Chadstone",2,"h","S","Ray",13.6,"3148",2,1,1,585,97,1950,"Monash",788604.718347349
"Chadstone",3,"h","S","Ray",13.6,"3148",3,1,1,367.5,123,1965,"",1128177.30110954
"Chadstone",4,"t","S","Ray",13.6,"3148",3,2,1,188,137,2014,"Monash",1012852.16324421
